Epoch,Train Loss,Valid Loss,Valid Dice
1,0.8812370299899928,0.5209390645556979,0.6166650270532679
2,0.31261382311671,0.2802269828098792,0.7673490674407394
3,0.23574294202444854,0.24057478891478645,0.7933575412962172
4,0.21121127390543148,0.21870772308773465,0.8157291045012297
5,0.1976054962460373,0.235544334186448,0.7973142474668997
6,0.1774399502812696,0.21573361118634543,0.8111477579010857
7,0.17184722757638188,0.20282340482429223,0.8223207705771481
8,0.16685985666943823,0.2052287815676795,0.8205952797112641
9,0.16436872875733693,0.19608561392183657,0.8283121886076751
10,0.15361235011461108,0.18450674337369424,0.8394150528201351
11,0.1433792320198935,0.2057550299829907,0.8187869682135406
12,0.1422327240376908,0.21532928065017418,0.8108126630606475
13,0.13681207468043527,0.1844133017902021,0.838241466416253
14,0.1336913180752159,0.19600446494641127,0.828972024122874
15,0.13396249474952057,0.18516569232499158,0.83783608895761
16,0.13545912391196924,0.2016377809036661,0.8235564135622095
17,0.13170876019157438,0.18421158502499263,0.8384925242706581
18,0.13094313411263794,0.18879381877404672,0.8351857611868116
19,0.12809793729466493,0.19369026372278178,0.8299626766310798
20,0.12538557282737722,0.1798205903282872,0.8438773598494353
21,0.1317864100983384,0.18608890231008882,0.8375404974266335
22,0.13444694417795647,0.19141149132340043,0.8332353018831323
23,0.11865311591559576,0.17751558664772246,0.8452073437196237
24,0.10831960902094566,0.1655521899682504,0.8553071836630504
25,0.11684108328011576,0.19198064358146102,0.8321378133915088
26,0.11623344385914783,0.18491851400446008,0.8379858568862633
27,0.11115527164069411,0.17721576372782388,0.8444484298538278
28,0.11315345153472937,0.1734505366396021,0.8485808802534033
29,0.10916355669380531,0.18068837024547435,0.8433555251580698
30,0.1154629743525662,0.18726898063112188,0.8374063937752335
31,0.12897783605289112,0.18310402212319551,0.838973020447625
32,0.11324674867528364,0.18010782656846222,0.8433299034171634
33,0.10926229133587877,0.17341434627771377,0.8482491571814925
34,0.11097883704301748,0.17714180688063302,0.8455654514277423
35,0.10299648100831428,0.18008655150731404,0.8439235266049703
36,0.10994418856140964,0.17446977544713904,0.8479927016408355
37,0.11483089289662668,0.17109297140880866,0.8507854871396665
38,0.10556912211903322,0.15877780931967275,0.8613239785476967
39,0.09920886397715492,0.15890103214316897,0.861782092694883
40,0.10103844849290212,0.16263290275026251,0.8579820092519125
41,0.10911137031184302,0.1755988132953644,0.8467805676107053
42,0.10040219753435292,0.17440185087698476,0.8512638939751519
43,0.09574599271260037,0.16925205056314116,0.8522322319172047
44,0.09621031263992412,0.15664093244958807,0.8640115609875432
45,0.0921906020247893,0.16963329675020994,0.8524183255654795
46,0.09266226644607177,0.18367408122177478,0.8395384506826048
47,0.10161089471689043,0.16771089403717607,0.8543026457892524
48,0.09873741302618366,0.17844177996670757,0.8451946496080469
49,0.10379970414662888,0.1754228416637138,0.8472695244683159
50,0.10583312092659067,0.21482769579799088,0.813192718912054
51,0.10037721570199211,0.16553477198989303,0.8557070036287661
52,0.09408568337122442,0.17083475819340457,0.8523412221449392
53,0.09383688125718831,0.16345978694933433,0.8576402064605996
54,0.0977406508451714,0.16934299449125925,0.8529623607352927
55,0.09442824131799656,0.17864993062284257,0.84486904585803
56,0.09168492844699831,0.17999403266995043,0.843360525060583
57,0.09199640889333649,0.16845084364767426,0.8534772408450091
58,0.09333848583051721,0.171310139408818,0.8512021959269488
59,0.0896349578194303,0.16537208837491493,0.8565849903777794
60,0.08841634515465348,0.17371487022550017,0.8497699218326145
61,0.08822327528973047,0.17094827281104194,0.85605305424443
62,0.08813877771229309,0.16633524828486973,0.8556506987854287
63,0.09549186023261104,0.23344486386687668,0.8214364267278601
64,0.09572158501834473,0.1700516045976568,0.852573449699967
65,0.090822525418241,0.1802286676565806,0.8426938414573669
66,0.0899692678113523,0.17834218402703603,0.8449294215661508
67,0.08505398844222287,0.16644493491561324,0.8608488987110279
68,0.08336218742502038,0.16989626027919627,0.8538396721416049
69,0.08435018869602676,0.16344508216336923,0.8578228424213551
70,0.08937173484380277,0.1770410454604361,0.8462466358255457
71,0.08231694614616039,0.1661673523099334,0.8554337568636293
72,0.10996481413657304,0.16584299211148862,0.8559919933036522
73,0.0949933333337759,0.1693211140456023,0.8521914999035003
74,0.08862602080384616,0.17426835201404714,0.8495718334339283
75,0.08545891111768829,0.1691052708140126,0.8534218848193134
76,0.09980858416298691,0.18540948424074385,0.8391560233963861
77,0.0893740324328687,0.16132451825671726,0.8600465795728895
78,0.0827766061025683,0.16609143301292703,0.856346505218082
79,0.07919442663973328,0.16191088641131365,0.8593273716126337
80,0.07786813301445429,0.1663966981569926,0.8550175128601215
81,0.08179594197320027,0.1768299330384643,0.8468039978875054
82,0.0851569050831485,0.16887060342011628,0.8547077846968616
83,0.08252082516012749,0.18954050690487578,0.834551666047838
84,0.09411552913936498,0.17778370097831445,0.8455662941932678
85,0.09351874332773068,0.16533434395436888,0.8570917971928914
86,0.08116504767626534,0.1531882232648355,0.8676610166055185
87,0.07941899994714324,0.16069487865324372,0.8613086495576081
88,0.0764532075624359,0.159641609357463,0.8615131346384685
89,0.08074242225671577,0.17187339403011181,0.851143236513491
90,0.07801367697314268,0.15888528275269048,0.8632550780861467
91,0.07905697311740523,0.17107168948208845,0.8509302771532977
92,0.08058332633429771,0.1652093031671312,0.8575963866269147
93,0.07938273041025468,0.16904985770031258,0.8529037932113365
94,0.08557312111924514,0.16313888947168986,0.8605749093161689
95,0.08784342013321574,0.16293808031965185,0.859746617299539
96,0.09390304026099035,0.16664602195775066,0.8558835394294174
97,0.08096458522637921,0.1627921680830143,0.8597402070186756
98,0.07629340100005402,0.16905760493543412,0.8550284313272547
99,0.07752245779069705,0.16901699637925183,0.8537574956152174
100,0.07787668945724092,0.18317787887873474,0.8424763335122003
101,0.08228760941013659,0.17557602667146258,0.8478595114637304
102,0.08253323935534826,0.17450583866348973,0.8497959234979418
103,0.07959663304919423,0.17358531287422888,0.8497287062362389
104,0.07634704544565445,0.1627306366408313,0.8604372300925078
105,0.07534873148041356,0.170844711639263,0.8520934889051649
106,0.07383957296423184,0.17137015031443703,0.8517131581129851
107,0.08944727116848744,0.20225764089160495,0.8283314245718497
108,0.08394466534360108,0.16812140865458383,0.8542075838866057
109,0.07870283256141494,0.1692216083076265,0.8530321822343049
110,0.07525658042977991,0.17216985336056462,0.8511598542001513
111,0.10384443504972266,0.1926570357658245,0.8323957351402
112,0.09474751619549031,0.1603643826091731,0.8612374495576929
113,0.07834273731496284,0.1656303013254095,0.8566943732897441
114,0.07390863826437591,0.16399483321993438,0.8587949123205962
115,0.07145223859666874,0.1638553367389573,0.8584911131858826
116,0.07119558189043385,0.17073483186739463,0.8529136821075722
117,0.07107637538164707,0.16703951835632325,0.8560974038088763
118,0.07600901189158547,0.1746979448530409,0.8486295129634716
119,0.07200734761438864,0.16925951118822452,0.8592932185420283
120,0.07254801086769457,0.1716584158771568,0.8519993851802967
121,0.07116292591952586,0.179230056559598,0.8446188880779125
122,0.07165690618814355,0.1759699590117843,0.8533345964219835
123,0.10767648697999928,0.1822502592757896,0.8418390408268681
124,0.07691195088310031,0.1763112121599692,0.8478546490492644
125,0.07307906901329372,0.17934649076726702,0.8454438899181507
126,0.069872256870754,0.16810941210499517,0.8562071873523571
127,0.06870204753660346,0.17028610644517123,0.8541629456590724
128,0.07134220490469777,0.1724304649564955,0.8515755747865748
129,0.0694852092509375,0.1683781764794279,0.8565668666804278
130,0.0714892618950153,0.16936001030383285,0.8557746736208598
131,0.07407363059298261,0.17748173598889952,0.8476410957618996
132,0.08590495027785956,0.17481993664194037,0.8498222659252308
133,0.07454233957799088,0.17707887546883688,0.8472045232631542
134,0.07700284148550765,0.1824664329599451,0.8466519419352213
135,0.07081100575323747,0.1696780859982526,0.8547941912545098
136,0.06878119049746724,0.16865011623612156,0.8552071392094648
