Epoch,Train Loss,Valid Loss,Valid Dice
1,1.1819860538927853,1.0904232357062547,0.23837187048656489
2,0.8038254931520455,0.8442645228766148,0.29379406512952316
3,0.6090098867219214,0.6539421712650972,0.4428494979743085
4,0.5426455817881554,0.5732440258942398,0.5182663920073728
5,0.47842002874878725,0.6165311905293683,0.477921256832048
6,0.45992124988672134,0.5337648948812797,0.5427822891403647
7,0.4577751195339954,0.56613740110709,0.5147518184449937
8,0.4262458841611304,0.5903006998542087,0.4907228638923246
9,0.44030120608855905,0.4578658778683033,0.6093096698031706
10,0.38969307719558577,0.46337882463448965,0.6023806049153696
11,0.3649418730211725,0.47891706656786354,0.5921134753944048
12,0.35051131280903197,0.3718261968076619,0.6852907912403929
13,0.3408117354629608,0.5191159115897285,0.5541145877510893
14,0.3340832837517814,0.3760080331680821,0.6815308542812571
15,0.30692207962436696,0.3616814796441521,0.6952413893213459
16,0.29063310150677285,0.3777284781917248,0.6771911098286997
17,0.2755831476134756,0.330527220286575,0.7207852070238076
18,0.26348045491030736,0.32414282984982906,0.7253822621956371
19,0.2769134964011569,0.3892640689619226,0.6689794622605143
20,0.25779633426692206,0.3729296061727736,0.6855115434702705
21,0.24699270482032162,0.36843252396271897,0.687098271706525
22,0.24266177039670478,0.36570753420100494,0.6929848856396146
23,0.23423854385677956,0.3398272619138356,0.7125306480071124
24,0.2333727457253536,0.3310568437856786,0.7194888213880701
25,0.213311841133759,0.28957415951622856,0.7547768163525201
26,0.20139713609698548,0.3556940010170531,0.7014366633751813
27,0.21397831202591075,0.30722950583969066,0.7410216132799784
28,0.20046462052146033,0.31592972450007023,0.733116038484511
29,0.19907583271977172,0.3318881045759114,0.7202939324908786
30,0.18483934706326277,0.3132876785459861,0.7338723996106316
31,0.17759929975176533,0.2822418530392491,0.763634150713877
32,0.18094866011814661,0.2856481034381717,0.7606458636670331
33,0.1786991559187917,0.29519742396142745,0.7514732682627011
34,0.16798579705812208,0.33138980468114215,0.719079844702303
35,0.1745629935029801,0.2923622450797386,0.755433681354024
36,0.1553658923464579,0.26862068484032076,0.7745386704899906
37,0.154574644610983,0.31486495744948295,0.7393268814273909
38,0.1634180980518671,0.6252931572642981,0.4789370715228561
39,0.14703373948235765,0.25653518354094107,0.785324776873869
40,0.15426477301821226,0.2881803128843993,0.7570113824083914
41,0.15371524868482345,0.29532531595308015,0.7529757821481992
42,0.15390299690301582,0.2825692936875462,0.7628815294870364
43,0.149328775703907,0.2832338527526731,0.7644863907807793
44,0.1436127411592772,0.28159867119944954,0.7652226834515341
45,0.1483920421917498,0.33538105850126226,0.7177260646633074
46,0.13745418341751328,0.2870769352694742,0.7593785397757112
47,0.12703358369825715,0.26800985293450696,0.7759974485908459
48,0.12802166469857276,0.25570982115136254,0.7869936543352464
49,0.11971962664345273,0.27796169277889277,0.7683423426416185
50,0.13438328353118587,0.31703666456384594,0.7355114572188434
51,0.1502829120535975,0.2620020854512071,0.7813518000584022
52,0.12576651702897462,0.2766403807144539,0.7691183779753891
53,0.11851410676397878,0.26279064058478363,0.781586581585454
54,0.1146078019345157,0.28288284547967846,0.7647614514126497
55,0.12846963341885992,0.27370568915130267,0.7716094376214968
56,0.1195616682786677,0.24948909489157933,0.7918357521879906
57,0.1298958919577552,0.2660963369253414,0.7776856574357724
58,0.11770070255840434,0.2544598502466102,0.7876748454337027
59,0.10931208728122503,0.2656068465873307,0.780484762456682
60,0.11814472959726498,0.3173827882490906,0.7357937818259196
61,0.11552934169412567,0.27693287453620263,0.7709311176748836
62,0.10815029597807761,0.2535071532710705,0.7887648671281104
63,0.10488688727684717,0.2635127527067085,0.7815760377964942
